date,cash,regime,note,BTCUSDT_qty,BTCUSDT_equity,ETHUSDT_qty,ETHUSDT_equity,XRPUSDT_qty,XRPUSDT_equity,SOLUSDT_qty,SOLUSDT_equity,ADAUSDT_qty,ADAUSDT_equity,DOGEUSDT_qty,DOGEUSDT_equity,HBARUSDT_qty,HBARUSDT_equity,TRXUSDT_qty,TRXUSDT_equity,LINKUSDT_qty,LINKUSDT_equity,XLMUSDT_qty,XLMUSDT_equity,VIRTUALUSDT_qty,VIRTUALUSDT_equity,SUIUSDT_qty,SUIUSDT_equity,HUMAUSDT_qty,HUMAUSDT_equity,PEPEUSDT_qty,PEPEUSDT_equity,portfolio_equity,btc_drawdown,buy_frozen,holdings_str
9/24/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.138679499,TRUE,None
9/25/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.155174154,TRUE,None
9/26/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.160225114,TRUE,None
9/27/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.141451901,TRUE,None
9/28/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.14809111,TRUE,None
9/29/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.133191402,TRUE,None
9/30/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.125212652,TRUE,None
10/1/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.132754265,TRUE,None
10/2/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.137740034,TRUE,None
10/3/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.149088175,TRUE,None
10/4/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.123535101,TRUE,None
10/5/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.091888904,TRUE,None
10/6/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.0999065,TRUE,None
10/7/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.10872916,TRUE,None
10/8/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.127955138,TRUE,None
10/9/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.132961894,TRUE,None
10/10/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.132021536,TRUE,None
10/11/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.059295932,TRUE,None
10/12/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.062829743,TRUE,None
10/13/2022,702.120093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.120093,0.058132583,TRUE,None
10/14/2022,0,,,0,0,0,0,0,0,0,0,0,0,0,0,10780.26547,664.064353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.064353,0.047334965,FALSE,HBARUSDT
10/15/2022,662.7368884,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.7368884,0.057080356,TRUE,None
10/16/2022,662.7368884,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.7368884,0.062368041,TRUE,None
10/17/2022,662.7368884,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662.7368884,0.052849322,TRUE,None
10/18/2022,277.1109145,,,0.006168688,119.224944,0.120034479,157.330392,0,0,0,0,0,0,0,0,0,0,1667.112586,103.6610606,0,0,0,0,0,0,0,0,0,0,0,0,657.3273111,0.038743582,FALSE,"BTCUSDT, ETHUSDT, TRXUSDT"
10/19/2022,221.5024963,,,0.005573678,106.5908559,0.06767649,86.97038113,0,0,0,0,0,0,0,0,0,0,3843.109998,237.2736113,0,0,0,0,0,0,0,0,0,0,0,0,652.3373446,0.049679858,FALSE,"BTCUSDT, ETHUSDT, TRXUSDT"
10/20/2022,341.4962066,,,0.005573678,106.1335356,0.06767649,86.79983637,0,0,0,0,0,0,0,0,0,0,1895.68437,117.8167836,0,0,0,0,0,0,0,0,0,0,0,0,652.2463622,0.059684371,TRUE,"BTCUSDT, ETHUSDT, TRXUSDT"
10/21/2022,341.4962066,,,0.005573678,106.8160325,0.06767649,87.96251848,0,0,0,0,0,0,0,0,0,0,1895.68437,116.9068551,0,0,0,0,0,0,0,0,0,0,0,0,653.1816127,0.063718727,TRUE,"BTCUSDT, ETHUSDT, TRXUSDT"
10/22/2022,507.5312457,,,0.002992808,57.4749322,0.06767649,88.90051464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.9066925,0.057697924,TRUE,"BTCUSDT, ETHUSDT"
10/23/2022,507.5312457,,,0.002992808,58.57044956,0.06767649,92.32426829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.4259635,0.055732129,TRUE,"BTCUSDT, ETHUSDT"
10/24/2022,262.2657463,,,0.006372406,123.1768311,0.174441184,234.3809187,0,0,0,0,0,0,0,0,0,0,533.0796979,32.68311628,0,0,0,0,0,0,0,0,0,0,0,0,652.5066124,0.037733641,FALSE,"BTCUSDT, ETHUSDT, TRXUSDT"
10/25/2022,112.0731422,,,0.006372406,127.9583662,0.310228452,452.8528801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.8843886,0.049567751,FALSE,"BTCUSDT, ETHUSDT"
10/26/2022,238.0719329,,,0.006372406,132.3650127,0.181479909,284.2156862,0,0,0,0,0,0,0,0,0,0,985.4355844,62.48647041,0,0,0,0,0,0,0,0,0,0,0,0,717.1391022,0.012673433,FALSE,"BTCUSDT, ETHUSDT, TRXUSDT"
10/27/2022,0,,,0.006372406,129.3286885,0.149045311,225.662053,0,0,0,0,0,0,3966.817087,305.0085658,0,0,985.4355844,62.04302439,0,0,0,0,0,0,0,0,0,0,0,0,722.0423317,0,FALSE,"BTCUSDT, ETHUSDT, DOGEUSDT, TRXUSDT"
10/28/2022,0,,,0.00309299,63.69034984,0.110105595,171.1492386,0,0,0,0,0,0,5592.667316,469.0570078,0,0,985.4355844,62.63428574,0,0,0,0,0,0,0,0,0,0,0,0,766.530882,0.022939024,FALSE,"BTCUSDT, ETHUSDT, DOGEUSDT, TRXUSDT"
10/29/2022,0,,,0,0,0,0,0,0,0,0,0,0,8661.565546,1054.632221,0,0,614.4352594,39.49589848,0,0,0,0,0,0,0,0,0,0,0,0,1094.128119,0.008653647,FALSE,"DOGEUSDT, TRXUSDT"
10/30/2022,0,,,0,0,0,0,0,0,0,0,147.3337103,59.75855292,6102.458642,718.4424559,0,0,614.4352594,38.77086487,32.53961361,253.2232731,0,0,0,0,0,0,0,0,0,0,1070.195147,0,FALSE,"ADAUSDT, DOGEUSDT, TRXUSDT, LINKUSDT"
10/31/2022,0,,,0,0,0,0,0,0,0,0,44.37131694,17.99256902,6783.7705,860.5891257,0,0,0,0,32.53961361,255.6637441,0,0,0,0,0,0,0,0,0,0,1134.245439,0.008755064,FALSE,"ADAUSDT, DOGEUSDT, LINKUSDT"
11/1/2022,0,,,0,0,0,0,0,0,0,0,0,0,6783.7705,964.0416258,0,0,0,0,34.82047457,267.5605266,0,0,0,0,0,0,0,0,0,0,1231.602152,0.015326048,FALSE,"DOGEUSDT, LINKUSDT"
11/2/2022,0,,,0,0,0,0,0,0,0,0,0,0,8659.023158,1105.324306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105.324306,0.015668197,FALSE,DOGEUSDT
11/3/2022,0,,,0,0,0,0,0,0,0,0,0,0,8659.023158,1061.76942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061.76942,0.031611746,FALSE,DOGEUSDT
11/4/2022,751.6118694,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.82119411,347.0417067,0,0,0,0,0,0,0,0,0,0,1098.653576,0.02892165,FALSE,LINKUSDT
11/5/2022,0,,,0,0,0.058730497,95.55334344,0,0,6.190327729,228.4230932,574.9112432,245.1421541,0,0,0,0,3169.834875,201.6965931,39.82119411,344.9710046,0,0,0,0,0,0,0,0,0,0,1115.786188,0,FALSE,"ETHUSDT, SOLUSDT, ADAUSDT, TRXUSDT, LINKUSDT"
11/6/2022,0,,,0,0,0.058730497,92.10645059,0,0,7.946929921,259.228854,574.9112432,231.1718109,0,0,0,0,2996.840204,187.841944,33.57961165,272.028434,0,0,0,0,0,0,0,0,0,0,1042.377493,0,FALSE,"ETHUSDT, SOLUSDT, ADAUSDT, TRXUSDT, LINKUSDT"
11/7/2022,13.38431145,,,0.008937181,184.0266534,0.058730497,92.0952918,0,0,5.736937703,169.9280948,465.4737454,188.0979405,0,0,0,0,2996.840204,186.6132395,23.09913535,206.8758562,0,0,0,0,0,0,0,0,0,0,1041.021388,0.01848834,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, TRXUSDT, LINKUSDT"
11/8/2022,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.8683943,893.1135835,0,0,0,0,0,0,0,0,0,0,893.1135835,0.033251688,FALSE,LINKUSDT
11/9/2022,731.9776735,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.71481004,129.0739813,0,0,0,0,0,0,0,0,0,0,861.0516549,0.129212272,TRUE,LINKUSDT
11/10/2022,731.9776735,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.71481004,149.3537804,0,0,0,0,0,0,0,0,0,0,881.3314539,0.252428123,TRUE,LINKUSDT
11/11/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.173630488,TRUE,None
11/12/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.198553291,TRUE,None
11/13/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.210677123,TRUE,None
11/14/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.233317699,TRUE,None
11/15/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.219720583,TRUE,None
11/16/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.20652254,TRUE,None
11/17/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.217687659,TRUE,None
11/18/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.216288557,TRUE,None
11/19/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.215918123,TRUE,None
11/20/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.215907325,TRUE,None
11/21/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.235647345,TRUE,None
11/22/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.259072451,TRUE,None
11/23/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.238149297,TRUE,None
11/24/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.220488212,TRUE,None
11/25/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.220683523,TRUE,None
11/26/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.224289733,TRUE,None
11/27/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.227274328,TRUE,None
11/28/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.228672961,TRUE,None
11/29/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.238808002,TRUE,None
11/30/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.228027402,TRUE,None
12/1/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.194171471,TRUE,None
12/2/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.2029168,TRUE,None
12/3/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.197500208,TRUE,None
12/4/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.192311335,TRUE,None
12/5/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.169268515,TRUE,None
12/6/2022,881.0328957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.0328957,0.085235369,TRUE,None
12/7/2022,733.2262261,,,0,0,0,0,376.8813276,144.5339891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.7602152,0.029099803,FALSE,XRPUSDT
12/8/2022,733.2262261,,,0,0,0,0,376.8813276,148.5289312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.7551573,0.04343523,FALSE,XRPUSDT
12/9/2022,0,,,0,0,0,0,376.8813276,146.5691483,0,0,0,0,0,0,0,0,13431.7408,733.9103171,0,0,0,0,0,0,0,0,0,0,0,0,880.4794654,0,FALSE,"XRPUSDT, TRXUSDT"
12/10/2022,0,,,0.013525117,231.6513095,0.031309413,39.6486751,311.9614821,120.5731128,0,0,0,0,0,0,0,0,8910.279064,488.5506011,0,0,0,0,0,0,0,0,0,0,0,0,880.4236985,0.005546879,FALSE,"BTCUSDT, ETHUSDT, XRPUSDT, TRXUSDT"
12/11/2022,109.1872829,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14041.3974,757.8142179,0,0,0,0,0,0,0,0,0,0,0,0,867.0015008,0.005609001,FALSE,TRXUSDT
12/12/2022,399.2589914,,,0.009095809,156.5373288,0.123041269,156.926835,0,0,0,0,0,0,0,0,0,0,2874.018271,153.8174579,0,0,0,0,0,0,0,0,0,0,0,0,866.5406131,0.008072991,FALSE,"BTCUSDT, ETHUSDT, TRXUSDT"
12/13/2022,0,,,0.039521516,702.4830867,0.145029113,191.5384989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.0215856,0.00082849,FALSE,"BTCUSDT, ETHUSDT"
12/14/2022,0,,,0.022908418,407.841995,0.145029113,189.6168631,622.2124578,239.73846,0,0,0,0,0,0,0,0,884.6856193,49.17082672,0,0,0,0,0,0,0,0,0,0,0,0,886.3681448,0,FALSE,"BTCUSDT, ETHUSDT, XRPUSDT, TRXUSDT"
12/15/2022,0,,,0.022908418,397.6062849,0.145029113,183.6851724,0,0,0,0,0,0,0,0,0,0,5180.856588,288.9363719,0,0,0,0,0,0,0,0,0,0,0,0,870.2278292,0,FALSE,"BTCUSDT, ETHUSDT, TRXUSDT"
12/16/2022,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15562.25081,823.554313,0,0,0,0,0,0,0,0,0,0,0,0,823.554313,0.025097244,FALSE,TRXUSDT
12/17/2022,674.9683144,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.200195,152.6315027,0,0,0,0,0,0,0,0,0,0,0,0,827.5998171,0.065776562,TRUE,TRXUSDT
12/18/2022,674.9683144,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.200195,149.6267265,0,0,0,0,0,0,0,0,0,0,0,0,824.5950409,0.057665638,TRUE,TRXUSDT
12/19/2022,674.9683144,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.200195,149.0146425,0,0,0,0,0,0,0,0,0,0,0,0,823.9829569,0.059817504,TRUE,TRXUSDT
12/20/2022,674.9683144,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.200195,152.9375447,0,0,0,0,0,0,0,0,0,0,0,0,827.9058591,0.076630821,TRUE,TRXUSDT
12/21/2022,674.9683144,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.200195,152.7984347,0,0,0,0,0,0,0,0,0,0,0,0,827.7667491,0.050979181,TRUE,TRXUSDT
12/22/2022,674.9683144,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.200195,154.5233988,0,0,0,0,0,0,0,0,0,0,0,0,829.4917133,0.05496106,TRUE,TRXUSDT
12/23/2022,674.9683144,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782.200195,150.8787166,0,0,0,0,0,0,0,0,0,0,0,0,825.847031,0.055143051,TRUE,TRXUSDT
12/24/2022,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.057554422,TRUE,None
12/25/2022,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.054317916,TRUE,None
12/26/2022,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.054543157,TRUE,None
12/27/2022,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.049640653,FALSE,None
12/28/2022,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.061606513,TRUE,None
12/29/2022,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.070540326,TRUE,None
12/30/2022,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.065700733,TRUE,None
12/31/2022,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.067160587,TRUE,None
1/1/2023,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.07081612,TRUE,None
1/2/2023,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.066639892,TRUE,None
1/3/2023,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.063487641,TRUE,None
1/4/2023,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.063357889,TRUE,None
1/5/2023,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.053518057,TRUE,None
1/6/2023,825.5454244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825.5454244,0.054557761,TRUE,None
1/7/2023,678.0614172,,,0,0,0.115975648,146.6013374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824.6627546,0.047884784,FALSE,ETHUSDT
1/8/2023,678.0614172,,,0,0,0.115975648,149.6271421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827.6885592,0.048282467,FALSE,ETHUSDT
1/9/2023,210.4501206,,,0.006694518,115.0001672,0.129469138,170.9497545,0,0,23.15610278,376.2866701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872.6867125,0.037932613,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT"
1/10/2023,0,,,0.005700115,99.41376501,0.129469138,172.9215694,0,0,11.46752856,185.7739626,1313.839792,423.3191809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.428478,0.035099968,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT"
1/11/2023,14.90420633,,,0.007286532,130.7441334,0.104331122,144.9566172,0,0,12.76145722,208.7774402,1220.158903,394.1113256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.4937227,0.020361004,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT"
1/12/2023,0,,,0.007286532,137.3264947,0.104331122,147.7245219,0,0,8.99782089,149.2738486,790.0548943,260.1650767,0,0,4684.946026,223.0034308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.4933726,0,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, HBARUSDT"
1/13/2023,0,,,0.007286532,145.2206503,0.104331122,151.4053238,0,0,8.99782089,164.5701441,654.8556963,226.3181286,0,0,4684.946026,236.5897743,776.5905922,46.67309459,0,0,0,0,0,0,0,0,0,0,0,0,970.7771157,0,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, HBARUSDT, TRXUSDT"
1/14/2023,0,,,0.007286532,152.6886895,0.104331122,161.7028055,0,0,8.99782089,218.1071784,631.7770268,222.701402,0,0,4684.946026,249.2391286,908.7726219,56.13488485,0,0,0,0,0,0,0,0,0,0,0,0,1060.574089,0,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, HBARUSDT, TRXUSDT"
1/15/2023,0,,,0.010532089,219.8204907,0.104331122,161.9761531,0,0,8.99782089,205.9601202,467.7609663,164.0437709,0,0,4488.190736,234.7323755,908.7726219,56.62562207,0,0,0,0,0,0,0,0,0,0,0,0,1043.158532,0,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, HBARUSDT, TRXUSDT"
1/16/2023,0,,,0.010532089,223.1291464,0.104331122,164.5239191,0,0,8.546348796,201.5229046,345.3833605,121.0223295,0,0,3758.69814,202.21796,2369.84639,147.9258117,0,0,0,0,0,0,0,0,0,0,0,0,1060.342071,0.003980927,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, HBARUSDT, TRXUSDT"
1/17/2023,0,,,0.011351155,239.9045058,0.104331122,163.3376742,0,0,8.546348796,195.3695335,295.6629883,102.1515625,0,0,3758.69814,204.4731788,2369.84639,146.1721253,0,0,0,0,0,0,0,0,0,0,0,0,1051.40858,0,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, HBARUSDT, TRXUSDT"
1/18/2023,0,,,0.011351155,234.7131686,0.104331122,157.6891873,0,0,8.546348796,177.6785915,295.6629883,96.50439939,0,0,3758.69814,202.9696996,2369.84639,139.6076508,0,0,0,0,0,0,0,0,0,0,0,0,1009.162697,0.002399738,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, HBARUSDT, TRXUSDT"
1/19/2023,0,,,0.015999647,337.1380061,0.104331122,161.8269596,0,0,8.546348796,182.8918642,0,0,0,0,3758.69814,230.0323262,2369.84639,142.4040696,0,0,0,0,0,0,0,0,0,0,0,0,1054.293226,0.023986991,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, HBARUSDT, TRXUSDT"
1/20/2023,0,,,0.015999647,362.6673632,0.104331122,173.035252,0,0,8.546348796,218.0173578,0,0,0,0,6076.270836,440.5296356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194.249609,0.005383833,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, HBARUSDT"
1/21/2023,0,,,0.015999647,364.5287621,0.104331122,169.7112625,0,0,2.826127752,69.43795887,0,0,0,0,8080.962805,579.4050331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183.083017,0,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, HBARUSDT"
1/22/2023,0,,,0.015999647,363.3180688,0.104331122,169.7926407,0,0,2.826127752,68.42055288,0,0,0,0,8080.962805,557.5864336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.117696,0,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, HBARUSDT"
1/23/2023,0,,,0.015999647,366.6551152,0.076203935,123.9296982,0,0,1.566892831,38.12250257,201.7982813,75.6743555,0,0,8080.962805,552.7378559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157.119527,0.003321256,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, HBARUSDT"
1/24/2023,0,,,0.014006834,317.0151322,0.069887909,108.7434904,0,0,1.566892831,35.69381869,201.7982813,72.38504351,0,0,7032.016713,440.9074479,0,0,0,0,1344.375788,121.5315713,0,0,0,0,0,0,0,0,1096.276504,0,FALSE,"BTCUSDT, ETHUSDT, SOLUSDT, ADAUSDT, HBARUSDT, XLMUSDT"
